30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0002,30.0002,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0002,30.0002,30.0002,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0003,30.0002,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0002,30.0003,30.0003,30.0003,30.0004,30.0004,30.0004,30.0004,30.0004,30.0004,30.0004,30.0004,30.0004,30.0003,30.0003,30.0003,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0003,30.0003,30.0003,30.0004,30.0004,30.0005,30.0005,30.0005,30.0006,30.0006,30.0006,30.0005,30.0005,30.0004,30.0004,30.0004,30.0003,30.0003,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0003,30.0003,30.0003,30.0004,30.0005,30.0005,30.0006,30.0007,30.0007,30.0008,30.0008,30.0008,30.0007,30.0006,30.0006,30.0005,30.0004,30.0004,30.0003,30.0003,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0002,30.0003,30.0003,30.0005,30.0007,30.0008,30.001,30.0012,30.0014,30.0015,30.0016,30.0016,30.0016,30.0014,30.0013,30.0011,30.0009,30.0007,30.0006,30.0005,30.0003,30.0003,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30.0002,30.0002,30.0003,30.0003,30.0004,30.0007,30.0008,30.0011,30.0013,30.0017,30.002,30.0023,30.0025,30.0026,30.0024,30.0022,30.0018,30.0015,30.0012,30.001,30.0008,30.0006,30.0004,30.0003,30.0002,30.0002,30.0002,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
